x                       V                     vel                       p                      cs                  dd1[i]             dd2_left[i]            dd2_right[i]             dd3_left[i]            dd3_right[i]
-1.49033175697449       93.4375993102932        -0.0503464696667003     5.45949731806811        29.1582556303033        5.45949731806812        -0.709269020211752      -0.709269020211752      -22.6631113178845       -22.6631113178845       
-1.48092670918399       93.841686497962         -0.153597647932642      5.44614513032697        29.1854828051706        5.44614513032696        -0.709269020211752      -1.35079698371473       -22.6631113178845       -18.0820223014784       
-1.47146998406041       94.3554688446209        -0.262507124246329      5.42059784327855        29.1965480528289        5.42059784327855        -1.35079698371473       -1.86515032403647       -22.6631113178845       -9.32266919712488       
-1.46196298003311       94.8749840353968        -0.381077495906339      5.38513260947255        29.1808833071757        5.38513260947255        -1.86515032403647       -2.13177223851984       -18.0820223014784       -0.850051610998275      
-1.45240435616811       95.3756045528324        -0.508675061827973      5.34437856819576        29.1468505131307        5.34437856819576        -2.13177223851984       -2.15621338909272       -9.32266919712488       14.6836698727277        
-1.44279371534131       95.8413237449951        -0.63654338840445       5.30293671820096        29.1044233410296        5.30293671820096        -2.15621338909272       -1.73190288858413       -0.850051610998275      13.6836885494673        
-1.43313415081077       96.2128315602018        -0.737584601443384      5.26948998661227        29.0686702049388        5.26948998661227        -1.73190288858413       -1.33480213207882       14.6836698727277        12.9548728738962        
-1.42343966317341       96.5027354374894        -0.813522336475723      5.24361497313927        29.0408674253174        5.24361497313927        -1.33480213207882       -0.957584234850427      13.6836885494673        11.675203085968         
-1.41371839155693       96.7116263983626        -0.865353492472618      5.22499875757579        29.0206285187674        5.22499875757579        -0.957584234850427      -0.61680001985823       12.9548728738962        9.18640057969417        
-1.40397379742559       96.848086149207         -0.895091807443138      5.21298297584146        29.0076835895435        5.21298297584146        -0.61680001985823       -0.348254258264192      11.675203085968         10.0294185959301        
-1.39422257978376       96.9263499526759        -0.907247358016824      5.20619200529148        29.0004939103258        5.20619200529149        -0.348254258264192      -0.0548760129456349     9.18640057969417        6.74885669418465        
-1.38446953733276       96.9392990933676        -0.900084215446301      5.20512171099565        28.9994497177558        5.20512171099565        -0.0548760129456349     0.142540415824767       10.0294185959301        2.65090560387898        
-1.37471911178603       96.9077015385862        -0.879807011570482      5.20790120675912        29.0024635674011        5.20790120675912        0.142540415824767       0.220063296453526       6.74885669418465        -2.48206769335172       
-1.36497359947927       96.8605303202097        -0.854210783839796      5.21219072223112        29.0073426763347        5.21219072223112        0.220063296453526       0.147491363720284       2.65090560387898        -5.8532302876742        
-1.35523067068009       96.8322687627835        -0.833030012609806      5.21506540702965        29.0111075023858        5.21506540702965        0.147491363720284       -0.0236674083013672     -2.48206769335172       -5.04087672122142       
-1.34548098127409       96.8382868085208        -0.822629114016182      5.21460395073506        29.0107254009653        5.21460395073506        -0.0236674083013672     -0.171119347644502      -5.8532302876742        -0.43633125658806       
-1.33572820427651       96.8728580009565        -0.82145610665497       5.21126627817138        29.0066158594457        5.21126627817139        -0.171119347644502      -0.183885180932649      -5.04087672122142       3.53066670208902        
-1.32597356820329       96.9063292767289        -0.820739761698729      5.20767941890581        29.0016406586516        5.2076794189058         -0.183885180932649      -0.0805898431970238     -0.43633125658806       4.26326323050475        
-1.31622367253053       96.9136158942677        -0.812907047256427      5.20610768299669        28.9983539847275        5.2061076829967         -0.0805898431970238     0.0441294431912434      3.53066670208902        1.06114670854254        
-1.30647229359071       96.8962107935238        -0.796537216840974      5.20696830212973        28.9981464407169        5.20696830212972        0.0441294431912434      0.0751714099513578      4.26326323050475        -1.40183697731859       
-1.2967206420451        96.8742308356602        -0.777732895439883      5.20843433938076        28.9989387876393        5.20843433938075        0.0751714099513578      0.034162131938394       1.06114670854254        -3.19907458227242       
-1.28697014239908       96.8619836117726        -0.76119110879038       5.20910058435352        28.9989601949715        5.20910058435353        0.034162131938394       -0.0594261955483967     -1.40183697731859       -2.65623189432725       
-1.27721791063885       96.8713083111758        -0.750329287427219      5.20794155146274        28.9971295044392        5.20794155146274        -0.0594261955483967     -0.13713871567799       -3.19907458227242       -0.565520940566896      
-1.26746539974133       96.898833709802         -0.744122753639185      5.20526661804203        28.9938000394578        5.20526661804204        -0.13713871567799       -0.153686445176864      -2.65623189432725       1.2452464702655         
-1.25771202952813       96.9306808769781        -0.738613429786723      5.20226840047449        28.9902115136236        5.20226840047449        -0.153686445176864      -0.117243140245189      -0.565520940566896      2.06680664443248        
-1.24795394833329       96.9549863777223        -0.730362242447183      5.19998063547846        28.9874700424521        5.19998063547846        -0.117243140245189      -0.056746409881721      1.2452464702655         1.12092576229111        
-1.23819748775231       96.966027714582         -0.71781261510654       5.19887323478107        28.9860335957503        5.19887323478108        -0.056746409881721      -0.0239329517818069     2.06680664443248        -0.483191933881142      
-1.22843868365306       96.9699197661533        -0.702765419641438      5.19840615300377        28.9853131651374        5.19840615300376        -0.0239329517818069     -0.0380781342164599     1.12092576229111        -1.93813238339618       
-1.21868022676859       96.9769131790695        -0.6883098469113        5.19766298866054        28.984286328555         5.19766298866053        -0.0380781342164599     -0.0948203313224781     -0.483191933881142      -1.76993925670573       
-1.20892229141172       96.9964094843309        -0.677256091672668      5.19581227508776        28.9820385479848        5.19581227508777        -0.0948203313224781     -0.146646937488685      -1.93813238339618       -0.685831040548844      
-1.19916040078643       97.027436392672         -0.669305252099965      5.19294923160799        28.9786861693274        5.19294923160799        -0.146646937488685      -0.166734979338907      -1.76993925670573       0.853535919809582       
