x                       V                     vel                       p                      cs                  dd1[i]             dd2_left[i]            dd2_right[i]             dd3_left[i]            dd3_right[i]
-43.3315983787958       9322.67036386626        -68.2861459295304       1e-09                   5.48017479500415        0.00193285708568229     0.000287382099895656    0.000287382099895656    4.72478774761557e-05    4.72478774761557e-05    
-41.9020743680282       9322.67036386626        -68.2861459295304       0.00193285708568229     5.48017479500415        0.00193285708568229     0.000287382099895656    0.000287382099895656    4.72478774761557e-05    4.72478774761557e-05    
-40.9490583608499       8231.38888468172        -67.0072757326696       0.00253131239743095     5.89296426991121        0.00253131239743095     0.000287382099895656    0.00042262462748334     4.72478774761557e-05    5.46731011436414e-05    
-40.119739037329        7296.99545467941        -65.923030719045        0.00323757490406109     6.27489300826687        0.00323757490406109     0.00042262462748334     0.00055162783787476     4.72478774761557e-05    8.95636709043671e-05    
-39.3891251122861       6502.12914180776        -65.0100385166453       0.00404756835919656     6.6229162989566         0.00404756835919656     0.00055162783787476     0.000737846822520033    5.46731011436414e-05    0.000103219407595921    
-38.7429334213129       5801.88531019817        -64.2881323655159       0.0050061887491854      6.9576496227747         0.0050061887491854      0.000737846822520033    0.000928446476970504    8.95636709043671e-05    4.41102003876123e-05    
-38.1675041694813       5215.94795223364        -63.7001310612232       0.00608146514632156     7.2710161688419         0.00608146514632156     0.000928446476970504    0.00100154302288774     0.000103219407595921    -4.41293566964961e-05   
-37.6482627440671       4779.2748074512         -63.1349552947186       0.00712940392780711     7.53584551596702        0.00712940392780711     0.00100154302288774     0.000934875859428746    4.41102003876123e-05    -9.19894744076941e-05   
-37.1695262883776       4477.82817612327        -62.5237840206663       0.00803005029840227     7.74135921332863        0.00803005029840227     0.000934875859428746    0.000805782871344285    -4.41293566964961e-05   -9.0638269071279e-05    
-36.7194685056179       4271.55541739445        -61.8622025526017       0.00875876508819958     7.89657631109671        0.00875876508819958     0.000805782871344285    0.000685510709740217    -9.19894744076941e-05   -6.92863204791685e-05   
-36.2896079921917       4123.90560621563        -61.1718883608586       0.00935005213585384     8.01651757534156        0.00935005213585384     0.000685510709740217    0.000597369304513817    -9.0638269071279e-05    -4.81053652094726e-05   
-35.8742874291672       4010.97476626294        -60.4730226637027       0.00984716716906339     8.11343936875582        0.00984716716906339     0.000597369304513817    0.000538138036305681    -6.92863204791685e-05   -3.18231738894578e-05   
-35.4704416391602       3919.13792169661        -59.778414049504        0.0102823547810373      8.19532046828165        0.0102823547810373      0.000538138036305681    0.000499983062617013    -4.81053652094726e-05   -2.03208714271965e-05   
-35.0760709450312       3840.66772248754        -59.0938361351373       0.0106770339253675      8.26709739157416        0.0106770339253675      0.000499983062617013    0.000476169478565332    -3.18231738894578e-05   -1.22385656324835e-05   
-34.6898880655093       3771.04901168961        -58.4210824966694       0.0110450033422309      8.33179141779928        0.0110450033422309      0.000476169478565332    0.000462117065713092    -2.03208714271965e-05   -6.5866243003113e-06    
-34.3110848172631       3707.69123687648        -57.7601614927458       0.0113952560595596      8.39147295711475        0.0113952560595597      0.000462117065713092    0.000454694003975184    -1.22385656324835e-05   -2.66651486189256e-06   
-33.9390127663106       3648.84545445434        -57.1102632020042       0.0117337744916772      8.44735952014481        0.0117337744916772      0.000454694003975184    0.00045174073369538     -6.5866243003113e-06    -1.00336357612209e-06   
-33.5729656315639       3593.49449881011        -56.4701878946675       0.0120644946751645      8.5003622713121         0.0120644946751646      0.00045174073369538     0.000450647711509782    -2.66651486189256e-06   -3.52895392801252e-07   
-33.2129284440287       3541.14830686531        -55.840018068357        0.0123890955250787      8.55098675029429        0.0123890955250787      0.000450647711509782    0.000450269322090474    -1.00336357612209e-06   -7.49346100369251e-07   
-32.8584530457792       3491.40188554938        -55.2192501561733       0.0127084266567587      8.59944036859117        0.0127084266567587      0.000450269322090474    0.000449477867711419    -3.52895392801252e-07   -1.92797799581285e-06   
-32.5090404592507       3444.08086864908        -54.6074216431125       0.0130225834014474      8.6458882668114         0.0130225834014475      0.000449477867711419    0.000447470384193256    -7.49346100369251e-07   -3.09794608397676e-06   
-32.1644668869944       3399.12958638174        -54.0045850621698       0.0133310219550709      8.69040382109161        0.0133310219550709      0.000447470384193256    0.000444288272869604    -1.92797799581285e-06   -4.08952672287639e-06   
-31.8244390532762       3356.47127759066        -53.4106086110467       0.013633215730283       8.73303088088477        0.013633215730283       0.000444288272869604    0.000440142222024262    -3.09794608397676e-06   -4.75225283372136e-06   
-31.4887182965116       3316.00198096103        -52.8253298747647       0.0139287804644611      8.77381175359607        0.0139287804644611      0.000440142222024262    0.000435384468015485    -4.08952672287639e-06   -4.83040159635482e-06   
-31.1571456932787       3277.61174418963        -52.2485777530211       0.0142175637102397      8.8128366404208         0.0142175637102397      0.000435384468015485    0.000430606606574942    -4.75225283372136e-06   -4.69831063330401e-06   
-30.8294450608061       3241.13846041835        -51.6798452852728       0.0144998161549927      8.85022709773994        0.0144998161549927      0.000430606606574942    0.000426013009210557    -4.83040159635482e-06   -4.21162243281129e-06   
-30.505466238323        3206.41349161357        -51.1187526201592       0.0147759049416038      8.88609972143366        0.0147759049416038      0.000426013009210557    0.000421940842082646    -4.69831063330401e-06   -3.80676434638528e-06   
-30.1849726112803       3173.28404955287        -50.5647258130521       0.0150463893832253      8.92061913332911        0.0150463893832253      0.000421940842082646    0.00041829925886989     -4.21162243281129e-06   -3.29293776032843e-06   
-29.8678421726767       3141.61096917703        -50.0173869060688       0.0153117468447608      8.95391458569587        0.0153117468447608      0.00041829925886989     0.000415181456041249    -3.80676434638528e-06   -3.09802872314484e-06   
